"caller_phone","receiver_phone","call_count","total_duration","call_date","first_call_time","last_call_time","avg_call_duration","max_call_duration","min_call_duration","call_pattern","proximity_pattern","matched_suspect_id","matched_victim_id","calls_per_day","time_synchronized_txn","matching_txn_date","matching_txn_amount","prosecution_grade","caller_name","receiver_name","caller_role","receiver_role"
"9876995607","9117911031","13","2691","2025-01-20","13:15:41","15:37:05","207","283","79","FREQUENT","DISTANT","UNKNOWN","UNKNOWN","13.0","TRUE","2025-01-20","?11,517,348","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000043","9111627092","16","13168","2025-02-01","22:57:26","14:01:44","823","1556","402","BURST","NEAR","S043","UNKNOWN","16.0","TRUE","2025-02-01","?15,153,244","A+","Disha Nair","Unknown","SUSPECT","UNKNOWN"
"9877548160","9116409332","20","5000","2025-02-05","09:44:43","12:21:31","250","349","112","PERSISTENT","DISTANT","UNKNOWN","UNKNOWN","20.0","TRUE","2025-02-05","?8,650,102","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9878314717","9114384948","17","13600","2025-01-09","23:13:18","14:03:19","800","1426","489","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","17.0","TRUE","2025-01-09","?15,246,679","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000046","9112589366","20","9880","2025-01-22","08:36:51","22:30:27","494","878","309","REGULAR","DISTANT","S046","UNKNOWN","20.0","TRUE","2025-01-22","?3,073,662","B","Iris Verma","Unknown","SUSPECT","UNKNOWN"
"9876064152","9119466446","11","6523","2025-02-08","16:12:26","18:16:39","593","1009","340","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","11.0","TRUE","2025-02-08","?13,058,387","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9871312111","9119660803","7","5180","2025-02-05","12:42:52","20:17:59","740","1376","490","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","7.0","TRUE","2025-02-05","?8,650,102","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000049","9119762229","8","4184","2025-02-03","10:15:09","15:54:27","523","949","395","BURST","DISTANT","S049","UNKNOWN","8.0","TRUE","2025-02-03","?3,365,338","B","Priya Yadav","Unknown","SUSPECT","UNKNOWN"
"9874415137","9117919567","10","4430","2025-01-15","14:43:38","13:25:15","443","626","187","FREQUENT","MEDIUM","UNKNOWN","UNKNOWN","10.0","TRUE","2025-01-15","?2,691,923","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876210006","9118787307","17","12291","2025-02-01","19:41:57","07:12:10","723","952","502","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","17.0","TRUE","2025-02-01","?15,153,244","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000002","9113952542","22","4246","2025-02-05","06:03:55","08:20:38","193","355","97","OCCASIONAL","NEAR","S002","UNKNOWN","22.0","TRUE","2025-02-05","?8,650,102","A+","Iris Tripathi","Unknown","SUSPECT","UNKNOWN"
"9877097414","9112515088","14","12474","2025-01-13","13:07:36","22:59:07","891","1423","307","PERSISTENT","DISTANT","UNKNOWN","UNKNOWN","14.0","TRUE","2025-01-13","?8,893,244","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9873051464","9116258152","12","8976","2025-01-29","13:59:27","12:09:06","748","1407","388","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","12.0","TRUE","2025-01-29","?4,380,165","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000005","9111938272","17","11832","2025-01-28","09:20:34","19:30:43","696","1272","534","REGULAR","DISTANT","S005","UNKNOWN","17.0","TRUE","2025-01-28","?4,587,146","B","Yashpal Kumar","Unknown","SUSPECT","UNKNOWN"
"9877090096","9118972898","24","12624","2025-01-24","06:41:57","07:53:47","526","763","258","FREQUENT","MEDIUM","UNKNOWN","UNKNOWN","24.0","TRUE","2025-01-24","?3,897,410","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877087698","9113047722","19","7448","2025-02-02","18:00:58","18:59:58","392","530","278","OCCASIONAL","DISTANT","UNKNOWN","UNKNOWN","19.0","TRUE","2025-02-02","?8,189,631","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000008","9115989928","8","2512","2025-02-02","16:56:51","19:50:02","314","563","241","OCCASIONAL","NEAR","S008","UNKNOWN","8.0","TRUE","2025-02-02","?8,189,631","B","Jyoti Rao","Unknown","SUSPECT","UNKNOWN"
"9878903600","9117928341","12","10608","2025-02-01","09:52:10","14:32:04","884","1468","624","OCCASIONAL","ROAMING","UNKNOWN","UNKNOWN","12.0","TRUE","2025-02-01","?15,153,244","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876482263","9118604470","24","4272","2025-01-08","11:40:28","10:00:25","178","264","60","REGULAR","DISTANT","UNKNOWN","UNKNOWN","24.0","TRUE","2025-01-08","?7,722,464","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000011","9115187652","18","15840","2025-01-13","19:50:20","20:30:55","880","1235","524","REGULAR","DISTANT","S011","UNKNOWN","18.0","TRUE","2025-01-13","?8,893,244","B","Bharti Khan","Unknown","SUSPECT","UNKNOWN"
"9876495887","9115727774","8","1888","2025-01-31","17:11:25","18:53:56","236","309","73","PERSISTENT","MEDIUM","UNKNOWN","UNKNOWN","8.0","TRUE","2025-01-31","?8,168,609","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9874837070","9112492779","16","5648","2025-01-21","11:03:25","19:38:16","353","661","135","REGULAR","NEAR","UNKNOWN","UNKNOWN","16.0","TRUE","2025-01-21","?7,486,455","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000014","9111236808","24","16512","2025-02-01","20:52:43","21:07:14","688","1284","486","REGULAR","MEDIUM","S014","UNKNOWN","24.0","TRUE","2025-02-01","?15,153,244","A","Yashpal Gupta","Unknown","SUSPECT","UNKNOWN"
"9875466142","9115831200","25","16400","2025-01-29","10:27:54","12:38:13","656","1017","330","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","25.0","TRUE","2025-01-29","?4,380,165","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9873448514","9111482732","11","4598","2025-01-20","20:58:15","17:37:43","418","545","153","BURST","NEAR","UNKNOWN","UNKNOWN","11.0","TRUE","2025-01-20","?11,517,348","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000017","9117669861","23","8441","2025-01-29","19:47:38","14:04:06","367","488","280","PERSISTENT","NEAR","S017","UNKNOWN","23.0","TRUE","2025-01-29","?4,380,165","A+","Pooja Nair","Unknown","SUSPECT","UNKNOWN"
"9878900934","9116944195","21","17556","2025-02-12","07:00:16","22:39:24","836","1423","306","OCCASIONAL","ROAMING","UNKNOWN","UNKNOWN","21.0","TRUE","2025-02-12","?8,488,722","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9871689962","9114009366","10","3230","2025-02-06","21:59:21","20:08:05","323","447","115","OCCASIONAL","ROAMING","UNKNOWN","UNKNOWN","10.0","TRUE","2025-02-06","?11,345,198","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000020","9113145327","17","7429","2025-01-28","19:18:57","14:39:53","437","682","167","OCCASIONAL","DISTANT","S020","UNKNOWN","17.0","TRUE","2025-01-28","?4,587,146","B","Arun Patel","Unknown","SUSPECT","UNKNOWN"
"9879242223","9113537801","19","15637","2025-02-14","20:03:12","10:03:14","823","1302","314","REGULAR","NEAR","UNKNOWN","UNKNOWN","19.0","TRUE","2025-02-14","?4,462,935","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9878837188","9118322078","5","3280","2025-01-07","20:22:45","23:31:29","656","1185","481","BURST","NEAR","UNKNOWN","UNKNOWN","5.0","TRUE","2025-01-07","?6,469,651","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000023","9116865386","4","1432","2025-01-23","11:53:10","22:52:17","358","590","281","PERSISTENT","MEDIUM","S023","UNKNOWN","4.0","TRUE","2025-01-23","?15,624,222","B","Neha Verma","Unknown","SUSPECT","UNKNOWN"
"9879825074","9114029442","15","3420","2025-01-20","21:43:06","16:01:18","228","347","174","FREQUENT","ROAMING","UNKNOWN","UNKNOWN","15.0","TRUE","2025-01-20","?11,517,348","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872779557","9116428072","6","1074","2025-01-10","20:53:45","21:29:40","179","268","57","OCCASIONAL","NEAR","UNKNOWN","UNKNOWN","6.0","TRUE","2025-01-10","?8,404,837","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000026","9116451176","25","18300","2025-01-13","12:55:03","15:20:51","732","1191","440","FREQUENT","NEAR","S026","UNKNOWN","25.0","TRUE","2025-01-13","?8,893,244","A+","Geeta Patel","Unknown","SUSPECT","UNKNOWN"
"9872552748","9117691735","10","3320","2025-01-20","18:05:01","12:10:24","332","560","258","BURST","DISTANT","UNKNOWN","UNKNOWN","10.0","TRUE","2025-01-20","?11,517,348","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9873585950","9113023365","11","7172","2025-02-01","15:57:43","10:22:42","652","1048","355","FREQUENT","DISTANT","UNKNOWN","UNKNOWN","11.0","TRUE","2025-02-01","?15,153,244","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000029","9118993331","10","7260","2025-02-12","19:05:48","19:51:23","726","1132","372","PERSISTENT","MEDIUM","S029","UNKNOWN","10.0","TRUE","2025-02-12","?8,488,722","B","Wendy Singh","Unknown","SUSPECT","UNKNOWN"
"9871678438","9119612440","12","7488","2025-01-19","10:59:31","22:40:41","624","920","323","PERSISTENT","NEAR","UNKNOWN","UNKNOWN","12.0","TRUE","2025-01-19","?1,277,672","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9879012989","9116039762","6","1680","2025-01-24","13:33:27","15:36:03","280","518","155","PERSISTENT","NEAR","UNKNOWN","UNKNOWN","6.0","TRUE","2025-01-24","?3,897,410","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000032","9118128865","15","3690","2025-02-03","14:22:16","08:49:32","246","429","130","FREQUENT","NEAR","S032","UNKNOWN","15.0","TRUE","2025-02-03","?3,365,338","A+","Wendy Singh","Unknown","SUSPECT","UNKNOWN"
"9874056945","9117592730","3","705","2025-01-31","15:20:37","20:48:42","235","353","178","BURST","DISTANT","UNKNOWN","UNKNOWN","3.0","TRUE","2025-01-31","?8,168,609","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9874140556","9114541139","7","1610","2025-02-12","14:55:43","09:27:34","230","353","70","FREQUENT","NEAR","UNKNOWN","UNKNOWN","7.0","TRUE","2025-02-12","?8,488,722","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000035","9118720254","24","13536","2025-02-12","21:19:39","17:44:43","564","762","207","BURST","DISTANT","S035","UNKNOWN","24.0","TRUE","2025-02-12","?8,488,722","A","Zara Pandey","Unknown","SUSPECT","UNKNOWN"
"9874201127","9112877580","2","1724","2025-01-17","06:13:30","10:41:15","862","1165","590","BURST","MEDIUM","UNKNOWN","UNKNOWN","2.0","TRUE","2025-01-17","?7,827,542","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9873485807","9118952217","15","2580","2025-01-12","11:57:09","20:31:30","172","283","68","FREQUENT","ROAMING","UNKNOWN","UNKNOWN","15.0","TRUE","2025-01-12","?9,395,426","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000038","9111854332","12","1896","2025-01-11","19:26:54","21:47:37","158","208","78","PERSISTENT","DISTANT","S038","UNKNOWN","12.0","TRUE","2025-01-11","?10,527,499","C","Vikram Khan","Unknown","SUSPECT","UNKNOWN"
"9879612679","9119185628","9","7929","2025-01-08","22:01:27","16:35:04","881","1615","315","OCCASIONAL","ROAMING","UNKNOWN","UNKNOWN","9.0","TRUE","2025-01-08","?7,722,464","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876817736","9118521651","24","14304","2025-01-06","11:18:46","12:30:22","596","956","353","BURST","MEDIUM","UNKNOWN","UNKNOWN","24.0","TRUE","2025-01-06","?15,243,515","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000041","9118859576","6","2700","2025-01-29","19:53:43","17:50:30","450","661","303","REGULAR","MEDIUM","S041","UNKNOWN","6.0","TRUE","2025-01-29","?4,380,165","B","Sunita Pandey","Unknown","SUSPECT","UNKNOWN"
"9879101545","9113165880","7","2478","2025-01-15","21:06:50","19:31:19","354","578","283","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","7.0","TRUE","2025-01-15","?2,691,923","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877019442","9115375632","13","10959","2025-01-15","11:52:55","22:02:51","843","1313","513","FREQUENT","DISTANT","UNKNOWN","UNKNOWN","13.0","TRUE","2025-01-15","?2,691,923","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000044","9114759700","17","7038","2025-01-26","17:49:02","23:17:57","414","713","316","REGULAR","NEAR","S044","UNKNOWN","17.0","TRUE","2025-01-26","?5,104,198","A","Esha Nair","Unknown","SUSPECT","UNKNOWN"
"9878345513","9118669463","5","1290","2025-02-13","09:52:35","07:32:06","258","470","194","REGULAR","NEAR","UNKNOWN","UNKNOWN","5.0","TRUE","2025-02-13","?4,641,972","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9873634568","9115901010","24","14448","2025-02-06","21:46:55","09:09:41","602","1078","217","OCCASIONAL","DISTANT","UNKNOWN","UNKNOWN","24.0","TRUE","2025-02-06","?11,345,198","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000047","9118367017","15","2340","2025-01-20","21:21:18","22:10:05","156","269","79","OCCASIONAL","DISTANT","S047","UNKNOWN","15.0","TRUE","2025-01-20","?11,517,348","B","Laxman Verma","Unknown","SUSPECT","UNKNOWN"
"9875117989","9113543614","18","10458","2025-01-19","10:51:27","19:58:26","581","1084","302","BURST","DISTANT","UNKNOWN","UNKNOWN","18.0","TRUE","2025-01-19","?1,277,672","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9871166911","9119679670","4","944","2025-01-26","16:25:49","11:27:03","236","400","146","BURST","NEAR","UNKNOWN","UNKNOWN","4.0","TRUE","2025-01-26","?5,104,198","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000050","9119720433","11","6369","2025-01-30","23:55:19","16:58:22","579","1065","350","FREQUENT","DISTANT","S050","UNKNOWN","11.0","TRUE","2025-01-30","?14,954,546","B","Mohini Yadav","Unknown","SUSPECT","UNKNOWN"
"9873463932","9117776956","16","12944","2025-01-18","23:39:50","20:44:22","809","1479","276","BURST","MEDIUM","UNKNOWN","UNKNOWN","16.0","TRUE","2025-01-18","?9,346,990","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876611860","9117543005","25","22150","2025-01-13","22:34:18","12:05:32","886","1428","601","PERSISTENT","DISTANT","UNKNOWN","UNKNOWN","25.0","TRUE","2025-01-13","?8,893,244","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000003","9111392951","2","1404","2025-02-11","14:15:53","15:46:27","702","1220","505","PERSISTENT","NEAR","S003","UNKNOWN","2.0","TRUE","2025-02-11","?2,760,219","B","Kiran Mishra","Unknown","SUSPECT","UNKNOWN"
"9875357990","9119514426","13","3588","2025-01-08","09:28:19","06:29:21","276","416","122","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","13.0","TRUE","2025-01-08","?7,722,464","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9873348331","9117336179","18","7254","2025-01-11","16:33:37","12:52:49","403","547","264","OCCASIONAL","ROAMING","UNKNOWN","UNKNOWN","18.0","TRUE","2025-01-11","?10,527,499","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000006","9112374845","4","852","2025-02-01","10:30:13","20:04:23","213","352","119","PERSISTENT","ROAMING","S006","UNKNOWN","4.0","TRUE","2025-02-01","?15,153,244","C","Uma Menon","Unknown","SUSPECT","UNKNOWN"
"9877623350","9115424046","20","13200","2025-02-14","19:28:44","21:46:26","660","1058","357","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","20.0","TRUE","2025-02-14","?4,462,935","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9878679146","9113170723","24","16200","2025-02-07","09:44:13","20:30:02","675","1250","242","REGULAR","DISTANT","UNKNOWN","UNKNOWN","24.0","TRUE","2025-02-07","?9,901,809","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000009","9112851133","5","2640","2025-02-10","15:02:33","10:07:23","528","782","286","OCCASIONAL","DISTANT","S009","UNKNOWN","5.0","TRUE","2025-02-10","?7,291,953","C","Mohammad Bhat","Unknown","SUSPECT","UNKNOWN"
"9873396950","9113384710","20","11620","2025-01-08","15:56:18","12:11:52","581","797","275","BURST","NEAR","UNKNOWN","UNKNOWN","20.0","TRUE","2025-01-08","?7,722,464","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9871749647","9118005748","17","12512","2025-01-24","20:57:21","18:30:53","736","1293","406","PERSISTENT","MEDIUM","UNKNOWN","UNKNOWN","17.0","TRUE","2025-01-24","?3,897,410","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000012","9118548562","23","14007","2025-01-14","16:05:51","19:24:14","609","989","474","BURST","DISTANT","S012","UNKNOWN","23.0","TRUE","2025-01-14","?23,721,045","A","Sunita Joshi","Unknown","SUSPECT","UNKNOWN"
"9878433920","9115653581","22","5280","2025-01-15","06:36:40","15:35:41","240","339","146","FREQUENT","NEAR","UNKNOWN","UNKNOWN","22.0","TRUE","2025-01-15","?2,691,923","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9871887084","9119753576","8","5096","2025-02-06","06:07:42","23:11:01","637","921","415","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","8.0","TRUE","2025-02-06","?11,345,198","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000015","9112420156","19","14649","2025-01-25","18:37:02","21:55:59","771","1204","391","FREQUENT","DISTANT","S015","UNKNOWN","19.0","TRUE","2025-01-25","?19,061,823","A","Vikram Mishra","Unknown","SUSPECT","UNKNOWN"
"9879856721","9116324793","14","5782","2025-01-10","09:06:34","11:18:09","413","727","155","REGULAR","DISTANT","UNKNOWN","UNKNOWN","14.0","TRUE","2025-01-10","?8,404,837","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877832964","9113838554","3","2337","2025-01-25","11:01:45","07:19:24","779","1079","581","FREQUENT","DISTANT","UNKNOWN","UNKNOWN","3.0","TRUE","2025-01-25","?19,061,823","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000018","9117300065","5","1015","2025-01-17","13:48:38","13:31:32","203","379","88","PERSISTENT","ROAMING","S018","UNKNOWN","5.0","TRUE","2025-01-17","?7,827,542","C","Radha Malhotra","Unknown","SUSPECT","UNKNOWN"
"9876340799","9118798444","19","10754","2025-01-09","21:01:26","13:58:56","566","923","335","FREQUENT","DISTANT","UNKNOWN","UNKNOWN","19.0","TRUE","2025-01-09","?15,246,679","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872703045","9115132498","19","15523","2025-01-13","15:36:26","20:05:54","817","1445","303","PERSISTENT","MEDIUM","UNKNOWN","UNKNOWN","19.0","TRUE","2025-01-13","?8,893,244","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000021","9115113127","19","11077","2025-02-09","20:02:00","20:53:39","583","758","447","OCCASIONAL","MEDIUM","S021","UNKNOWN","19.0","TRUE","2025-02-09","?9,921,347","B","Deepak Bhat","Unknown","SUSPECT","UNKNOWN"
"9879089743","9115585262","21","8526","2025-01-29","17:53:40","12:37:53","406","538","271","PERSISTENT","DISTANT","UNKNOWN","UNKNOWN","21.0","TRUE","2025-01-29","?4,380,165","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872173318","9116043874","4","2216","2025-01-12","10:46:35","14:56:27","554","1014","428","REGULAR","DISTANT","UNKNOWN","UNKNOWN","4.0","TRUE","2025-01-12","?9,395,426","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000024","9118595349","10","4010","2025-01-25","16:13:29","16:01:58","401","667","121","REGULAR","NEAR","S024","UNKNOWN","10.0","TRUE","2025-01-25","?19,061,823","B","Kamran Joshi","Unknown","SUSPECT","UNKNOWN"
"9871160702","9113911451","15","10785","2025-02-05","18:34:05","08:34:01","719","1086","507","BURST","NEAR","UNKNOWN","UNKNOWN","15.0","TRUE","2025-02-05","?8,650,102","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877005668","9117488605","7","6041","2025-01-05","09:29:23","12:28:00","863","1514","552","REGULAR","NEAR","UNKNOWN","UNKNOWN","7.0","TRUE","2025-01-05","?11,377,912","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000027","9114213032","4","3112","2025-02-14","15:51:45","13:14:31","778","1142","585","OCCASIONAL","NEAR","S027","UNKNOWN","4.0","TRUE","2025-02-14","?4,462,935","B","Gaurav Menon","Unknown","SUSPECT","UNKNOWN"
"9874507886","9111119712","8","6424","2025-01-30","09:55:17","22:31:10","803","1361","468","PERSISTENT","MEDIUM","UNKNOWN","UNKNOWN","8.0","TRUE","2025-01-30","?14,954,546","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9873944885","9112096569","20","5620","2025-01-09","10:16:59","13:56:33","281","508","87","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","20.0","TRUE","2025-01-09","?15,246,679","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000030","9115243311","23","16629","2025-02-03","06:27:41","07:54:20","723","1058","462","BURST","ROAMING","S030","UNKNOWN","23.0","TRUE","2025-02-03","?3,365,338","A","Disha Saxena","Unknown","SUSPECT","UNKNOWN"
"9878828026","9119314364","13","8827","2025-01-07","13:03:17","19:34:28","679","1042","317","OCCASIONAL","NEAR","UNKNOWN","UNKNOWN","13.0","TRUE","2025-01-07","?6,469,651","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9871425670","9114785409","24","13992","2025-01-09","13:12:10","16:19:04","583","925","410","FREQUENT","NEAR","UNKNOWN","UNKNOWN","24.0","TRUE","2025-01-09","?15,246,679","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000033","9115201173","9","2340","2025-02-04","13:21:53","07:52:21","260","485","178","PERSISTENT","MEDIUM","S033","UNKNOWN","9.0","TRUE","2025-02-04","?5,872,186","B","Mohammad Reddy","Unknown","SUSPECT","UNKNOWN"
"9878357303","9112605088","22","13354","2025-02-11","09:05:03","07:24:20","607","811","425","FREQUENT","MEDIUM","UNKNOWN","UNKNOWN","22.0","TRUE","2025-02-11","?2,760,219","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9871919204","9116057845","21","16611","2025-02-01","08:06:43","07:35:03","791","1218","481","OCCASIONAL","ROAMING","UNKNOWN","UNKNOWN","21.0","TRUE","2025-02-01","?15,153,244","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000036","9114910970","21","17325","2025-02-13","06:29:24","20:50:27","825","1240","634","PERSISTENT","NEAR","S036","UNKNOWN","21.0","TRUE","2025-02-13","?4,641,972","A+","Esha Patel","Unknown","SUSPECT","UNKNOWN"
"9871435739","9118618143","18","8748","2025-02-11","12:06:06","06:38:45","486","895","176","FREQUENT","MEDIUM","UNKNOWN","UNKNOWN","18.0","TRUE","2025-02-11","?2,760,219","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9879537891","9115299767","13","7553","2025-02-04","20:11:15","10:51:02","581","863","300","FREQUENT","MEDIUM","UNKNOWN","UNKNOWN","13.0","TRUE","2025-02-04","?5,872,186","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000039","9116220872","20","14080","2025-01-14","10:30:19","16:18:23","704","939","389","FREQUENT","MEDIUM","S039","UNKNOWN","20.0","TRUE","2025-01-14","?23,721,045","A+","Priya Kumar","Unknown","SUSPECT","UNKNOWN"
"9871916158","9118081010","13","4550","2025-01-17","12:50:04","16:12:42","350","580","162","BURST","ROAMING","UNKNOWN","UNKNOWN","13.0","TRUE","2025-01-17","?7,827,542","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876631448","9116026983","15","7290","2025-01-15","09:29:56","07:31:14","486","833","259","FREQUENT","MEDIUM","UNKNOWN","UNKNOWN","15.0","TRUE","2025-01-15","?2,691,923","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000042","9115010074","17","8313","2025-01-29","12:25:11","06:23:00","489","644","174","FREQUENT","DISTANT","S042","UNKNOWN","17.0","TRUE","2025-01-29","?4,380,165","A","Pankaj Singh","Unknown","SUSPECT","UNKNOWN"
"9875875059","9118388822","8","6368","2025-02-11","17:02:01","12:12:18","796","1457","524","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","8.0","TRUE","2025-02-11","?2,760,219","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876701191","9115126595","7","2450","2025-01-06","11:53:16","09:01:53","350","592","259","REGULAR","ROAMING","UNKNOWN","UNKNOWN","7.0","TRUE","2025-01-06","?15,243,515","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000045","9114527197","11","6787","2025-01-20","17:51:23","11:33:51","617","1127","205","PERSISTENT","ROAMING","S045","UNKNOWN","11.0","TRUE","2025-01-20","?11,517,348","C","Priya Sharma","Unknown","SUSPECT","UNKNOWN"
"9873423170","9113194370","8","2768","2025-02-08","18:44:23","16:38:27","346","608","205","REGULAR","NEAR","UNKNOWN","UNKNOWN","8.0","TRUE","2025-02-08","?13,058,387","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9879983668","9115935567","6","2910","2025-01-20","07:40:50","14:55:08","485","691","165","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","6.0","TRUE","2025-01-20","?11,517,348","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000048","9112088389","7","4690","2025-01-29","22:23:31","22:29:11","670","1082","362","OCCASIONAL","DISTANT","S048","UNKNOWN","7.0","TRUE","2025-01-29","?4,380,165","C","Wendy Patel","Unknown","SUSPECT","UNKNOWN"
"9879301232","9118948342","10","7450","2025-01-30","07:13:14","12:28:55","745","1066","381","REGULAR","ROAMING","UNKNOWN","UNKNOWN","10.0","TRUE","2025-01-30","?14,954,546","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877326402","9113637534","13","5330","2025-02-09","08:08:48","08:18:28","410","589","131","PERSISTENT","DISTANT","UNKNOWN","UNKNOWN","13.0","TRUE","2025-02-09","?9,921,347","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000001","9116643418","15","9165","2025-02-03","19:26:23","21:20:17","611","860","254","BURST","NEAR","S001","UNKNOWN","15.0","TRUE","2025-02-03","?3,365,338","A+","Salim Mishra","Unknown","SUSPECT","UNKNOWN"
"9872273196","9117024579","4","1804","2025-02-06","22:34:41","08:50:17","451","618","216","REGULAR","NEAR","UNKNOWN","UNKNOWN","4.0","TRUE","2025-02-06","?11,345,198","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9874360587","9116599527","8","6728","2025-01-26","14:19:47","14:12:45","841","1597","568","PERSISTENT","MEDIUM","UNKNOWN","UNKNOWN","8.0","TRUE","2025-01-26","?5,104,198","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000004","9111143174","11","4818","2025-01-27","18:25:52","06:30:41","438","796","181","PERSISTENT","MEDIUM","S004","UNKNOWN","11.0","TRUE","2025-01-27","?2,408,056","B","Pooja Desai","Unknown","SUSPECT","UNKNOWN"
